user_name;user_id;accommodation_id;accommodation_name;accommodation_address;accommodation_city;accommodation_postal_code;accommodation_country;accommodation_type;distribution;max_guests;last_update
"Villaseñor y Ponce";32;4584;"Hotel Aitana ";"Paseo Sofía, 136, 14º C";"Vall Delgado del Mirador";93514;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";3;"2020-03-10 07:22:45"
"Empresa Vásquez SA";188;4585;"Hotel Olivia playa";"Camino Olivárez, 482, 2º A";"Vall Peña";21291;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";8;"2021-01-04 13:19:03"
"Moral de Lucero";916;4586;"Villa Diana playa";"Travessera Díez, 449, Bajo 6º";"La Lozano";91513;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":1}]}";6;"2020-07-09 11:32:56"
"Tejada de Izquierdo y Flia.";288;4587;"Casa rural Francisco Javier resort";"Avinguda Galarza, 61, 37º A";"Vall Arroyo de Ulla";53014;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";6;"2021-01-21 14:47:55"
"Empresa Lomeli";298;4588;"Hostal Ignacio resort";"Travessera Nil, 7, 7º D";"Garibay de Lemos";97337;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";6;"2020-06-12 21:31:43"
"Rocha y Saldaña e Hija";574;4589;"Casa rural Noa playa";"Avenida Abrego, 76, 35º E";"Salcedo de Ulla";39313;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";6;"2020-07-27 20:36:59"
"Gestora Serrato-Escudero";810;4590;"Hotel Nora playa";"Plaça Lidia, 250, 68º F";"Villa Aguado";20553;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":3}]}";7;"2021-09-01 16:24:55"
"Salgado y Tirado e Hijos";210;4591;"Apartamento Gabriela resort";"Avenida Terán, 501, Entre suelo 7º";"L' Aranda";22388;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":1}]}";8;"2021-09-06 10:13:33"
"Meraz y Garrido";921;4592;"Apartamentos Saúl park";"Passeig Munguía, 163, 0º D";"As Razo";40384;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";5;"2020-02-14 00:08:16"
"Corporación Esquivel-Olivárez";204;4593;"Apartamento Joel resort";"Avenida Miriam, 82, 1º C";"Escobar de Ulla";24907;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";7;"2020-12-30 13:00:53"
"Lucas-Delapaz y Flia.";493;4594;"Villa Aleix playa";"Carrer Peralta, 956, 78º D";"O Chávez";20690;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":1},{""beds"":2}]}";7;"2021-09-19 08:35:29"
"Samaniego, Rodrigo y Varela y Flia.";394;4595;"Casa rural Noa park";"Camiño Joel, 10, 8º B";"San Linares del Mirador";48474;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";4;"2021-05-04 09:29:04"
"Grupo Santacruz";144;4596;"Villa Ariadna ";"Camino Bruno, 93, 2º C";"Las Varela";91866;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";3;"2020-04-07 02:04:07"
"Mena de Aguilar";664;4597;"Hotel Rafael resort";"Camiño Joel, 42, 67º 1º";"Sola de Lemos";43617;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":2}]}";9;"2021-06-05 23:25:35"
"Orozco-Antón SRL";584;4598;"Casa rural Ariadna playa";"Rúa Gonzalo, 92, 3º C";"San Paz";04557;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";2;"2020-07-31 00:05:15"
"Barrientos y Guzmán e Hijos";777;4599;"Villa Eduardo park";"Plaza Tórrez, 6, Ático 7º";"Gaytán de las Torres";55181;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1}]}";3;"2020-01-09 12:10:25"
"Salgado y Tirado e Hijos";210;4600;"Apartamento Mireia park";"Paseo Roberto, 30, 08º B";"San Vásquez de la Sierra";76192;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":3}]}";11;"2021-10-21 21:01:54"
"Puga de Lomeli e Hijos";299;4601;"Hotel Ángel resort";"Plaza Miguel, 4, 3º F";"Palacios del Penedès";08570;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";6;"2020-11-19 16:30:26"
"Colón de Riojas e Hijos";452;4602;"Apartamentos Marta playa";"Plaza Chavarría, 9, 28º F";"Los Altamirano del Mirador";96255;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":2}]}";8;"2021-02-16 21:06:11"
"Riera de Navas";894;4603;"Hostal Roberto park";"Camiño Martínez, 1, 5º E";"Carballo de la Sierra";35267;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":3},{""beds"":1},{""beds"":1}]}";14;"2021-06-12 07:37:02"
"Viajes Valle-Piñeiro";134;4604;"Casa rural Clara park";"Ronda Duran, 8, 0º";"El Collado";09271;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";3;"2020-10-19 20:15:56"
"Nieves de Sánchez";838;4605;"Hotel Lorena resort";"Plaza Robledo, 663, 2º E";"Las Lovato";97492;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";6;"2020-08-14 10:48:44"
"Corporación Pedroza";402;4606;"Apartamento Ángela park";"Camino Frías, 332, 28º D";"Sisneros del Mirador";51529;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":1}]}";8;"2021-04-21 15:30:43"
"Madera y Reyna e Hija";374;4607;"Casa rural Isabel ";"Avenida Montoya, 74, 77º 0º";"Orosco Alta";16613;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":3},{""beds"":2}]}";10;"2021-04-04 20:01:04"
"Roca y Vega";382;4608;"Casa rural Pilar playa";"Paseo Marta, 2, Bajo 6º";"San Gómez de Ulla";53989;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":3},{""beds"":3},{""beds"":3},{""beds"":2}]}";20;"2020-03-27 05:52:14"
"Grupo Quintana";580;4609;"Hotel Manuel ";"Paseo Zoe, 40, 6º F";"Macías de San Pedro";59912;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";5;"2021-01-09 21:56:42"
"Asociación Camacho-Téllez";410;4610;"Apartamento Carmen resort";"Calle Emilia, 441, 9º E";"La Maya de la Sierra";08929;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":3}]}";8;"2020-06-20 17:23:15"
"Luevano de Vargas SA";193;4611;"Hostal Alex playa";"Avenida Blanca, 1, 51º C";"El Madera";75150;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";2;"2021-04-24 00:04:41"
"Palomino-Orta e Hijos";633;4612;"Apartamentos Helena resort";"Paseo Roberto, 475, 75º F";"O Ornelas del Penedès";31324;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";5;"2021-01-13 21:06:35"
"Empresa Prieto-Cobo";454;4613;"Apartamentos Salma ";"Carrer Jasso, 848, 24º B";"Baeza del Penedès";85276;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":1},{""beds"":1},{""beds"":2}]}";11;"2021-02-03 02:23:02"
"Alcala y Preciado";425;4614;"Villa Lorena ";"Avenida Salma, 9, 6º 6º";"Os Garza";29646;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";2;"2020-08-05 11:43:05"
"Macías de Meza";304;4615;"Hotel Abril ";"Avenida Aguilera, 31, 15º C";"Villa Barroso Medio";38412;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":1}]}";5;"2021-03-29 05:38:16"
"Calvillo de Sisneros S. de H.";562;4616;"Hostal Héctor playa";"Plaza Eric, 1, 52º B";"Ulloa Medio";21036;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":1}]}";7;"2021-05-14 11:56:00"
"Noriega y Abad";403;4617;"Casa rural Zoe park";"Rúa Carreón, 5, 0º B";"Las Archuleta";87531;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":1},{""beds"":3},{""beds"":3},{""beds"":2}]}";17;"2020-04-16 21:40:25"
"Corporación Gómez S. de H.";879;4618;"Casa rural Natalia ";"Avinguda Velázquez, 354, 32º A";"Los Deleón de las Torres";72338;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":3},{""beds"":1},{""beds"":2},{""beds"":2}]}";16;"2021-02-11 12:54:31"
"Briseño de Montero y Asoc.";270;4619;"Apartamento Víctor park";"Praza Roybal, 6, 8º B";"Vall Carballo del Bages";40521;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":2}]}";10;"2019-12-19 06:59:16"
"Roca de Pichardo";778;4620;"Apartamentos Verónica park";"Ronda Hurtado, 36, 5º E";"Vall Román de las Torres";85345;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":1},{""beds"":1},{""beds"":3}]}";11;"2021-11-02 11:12:13"
"Corporación Carbonell";615;4621;"Hostal Gerard ";"Travessera Armas, 40, 9º B";"Gaitán Alta";84004;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1}]}";2;"2020-10-21 18:15:45"
"Global Villarreal e Hijos";474;4622;"Hotel Nora playa";"Praza Gonzalo, 4, 68º D";"Las Vega del Vallès";78826;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";6;"2021-09-01 04:17:21"
"Esteve de Casillas";568;4623;"Casa rural José Manuel park";"Plaça Ávalos, 648, 5º E";"L' Valladares";40592;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":2}]}";8;"2021-05-22 20:29:34"
"Air Mata-Puig";316;4624;"Villa Mara playa";"Calle Paola, 756, 1º B";"A Corrales";08144;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";8;"2021-06-20 23:02:46"
"Empresa Naranjo-Costa";256;4625;"Apartamentos Oliver resort";"Carrer Laia, 91, 25º F";"Pérez del Mirador";86427;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";4;"2021-07-31 17:44:26"
"Luque y Domingo e Hijo";494;4626;"Hotel Nil park";"Paseo Urbina, 5, 5º A";"Montero del Penedès";66675;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":2},{""beds"":2}]}";10;"2021-02-07 07:12:02"
"Vázquez de Terrazas y Flia.";969;4627;"Apartamento Aurora park";"Paseo Vanegas, 4, 91º D";"Las Moya de Ulla";78869;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";6;"2020-06-27 22:03:03"
"Echevarría-Aranda e Hijos";616;4628;"Apartamento Natalia ";"Paseo Rodrigo, 26, 5º 8º";"Pérez del Mirador";54580;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";3;"2021-07-13 23:03:32"
"Empresa Ruvalcaba-Flórez";347;4629;"Hostal Malak playa";"Calle Arnau, 53, 01º A";"Marroquín del Barco";53530;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":2}]}";8;"2021-04-25 03:11:25"
"Olivas de Más SRL";76;4630;"Apartamentos Diana park";"Plaza Rueda, 10, Entre suelo 4º";"El Carbonell";13269;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":1}]}";4;"2020-07-18 09:34:11"
"Giménez, Delgado y Pagan S. de H.";746;4631;"Hotel Rodrigo ";"Passeig Ávila, 8, 4º C";"Los Villareal Baja";95726;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":1},{""beds"":3}]}";11;"2020-04-14 16:38:16"
"Colunga-Prieto S. de H.";811;4632;"Apartamentos Irene resort";"Praza Pizarro, 80, 5º F";"Os Ordoñez";09354;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";5;"2021-01-05 10:48:49"
"Conde-Sepúlveda y Flia.";965;4633;"Apartamento Ainhoa ";"Plaça Jordi, 9, 86º D";"Herrera de Lemos";30962;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";2;"2021-09-29 00:16:30"
"Millán-Barrera y Asoc.";458;4634;"Apartamento Alexia resort";"Passeig Unai, 8, 3º F";"Villa Irizarry Alta";98813;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1}]}";4;"2021-05-22 13:00:06"
"Escudero-Tamayo S. de H.";501;4635;"Hostal Roberto playa";"Calle Olvera, 187, Bajo 1º";"Vall Montero de la Sierra";01168;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";7;"2020-11-03 06:13:26"
Pantoja-Abeyta;147;4636;"Hostal Ángel ";"Passeig Luis, 3, 2º C";"Los Delgadillo de San Pedro";82525;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1}]}";2;"2020-01-26 14:19:21"
"Global Casares";550;4637;"Casa rural Gabriela ";"Plaza María Carmen, 3, 14º C";"Becerra del Vallès";64558;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";6;"2020-04-24 20:13:11"
Barraza-Calvo;464;4638;"Hostal Joel resort";"Carrer Oriol, 898, Ático 1º";"Los Concepción de la Sierra";12434;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":2}]}";5;"2021-08-05 18:50:39"
"Air Collazo-Izquierdo";864;4639;"Hostal Jordi playa";"Carrer Nicolás, 4, 04º E";"Ureña de la Sierra";23100;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2}]}";5;"2021-09-24 02:28:10"
"Centro Cortés";101;4640;"Casa rural Verónica playa";"Camiño Muro, 87, 92º B";"Narváez Medio";97038;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":1}]}";6;"2020-02-08 22:16:29"
Corrales-Alcaráz;650;4641;"Apartamento Malak park";"Praza Sonia, 940, Bajo 3º";"La Mata";46664;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":2}]}";8;"2020-11-30 13:44:28"
"Bernal de Izquierdo e Hija";115;4642;"Apartamentos Aaron park";"Passeig Mar, 98, 6º F";"O Sedillo de Lemos";67190;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":2},{""beds"":2}]}";10;"2021-08-20 04:03:02"
"Centro Ontiveros";367;4643;"Hostal Iker ";"Plaça Juan José, 9, 7º";"A Torres Medio";35154;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";6;"2021-07-03 04:59:50"
"Corporación Romero e Hijo";269;4644;"Hotel Pilar playa";"Rúa Enrique, 7, 1º C";"San Alonso";46914;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":3}]}";7;"2019-12-16 13:17:14"
"Cervantes-Moya SRL";257;4645;"Hotel Abril resort";"Plaza Omar, 7, Ático 8º";"Escribano de Arriba";19062;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";6;"2021-08-19 05:03:47"
"Simón-Bustos y Asoc.";961;4646;"Hostal Francisco playa";"Avinguda Aguayo, 3, 5º C";"Orozco Alta";11181;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":2},{""beds"":1},{""beds"":1}]}";13;"2021-09-07 04:26:26"
Delao-Andrés;22;4647;"Hotel Nicolás playa";"Avinguda Carlos, 3, 4º";"O Quesada del Bages";30017;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":3}]}";9;"2021-04-05 00:57:52"
"Chacón y Rincón e Hijo";840;4648;"Apartamento África park";"Rúa Benavídez, 291, 5º";"La Olvera";20802;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";6;"2020-04-17 00:43:40"
"Arreola-Cruz SA";775;4649;"Apartamentos Luna playa";"Travessera Acevedo, 541, 23º C";"Fajardo de Arriba";51211;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";5;"2020-09-30 03:17:28"
"Guerrero y Rojo e Hija";167;4650;"Hostal Álvaro resort";"Travesía Ocasio, 8, 42º C";"Villa Briones Baja";90992;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1}]}";2;"2021-04-05 21:16:47"
"Air Collazo-Izquierdo";864;4651;"Hotel Candela ";"Plaça Nuria, 6, 61º 5º";"San Aragón";70882;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";4;"2021-08-08 13:35:15"
"Global Escalante";86;4652;"Apartamento Pau playa";"Rúa Rael, 33, 93º B";"A Pedroza de Lemos";81904;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":2},{""beds"":2},{""beds"":3},{""beds"":3}]}";20;"2020-02-09 07:15:38"
Tamez-Molina;958;4653;"Villa Ana María ";"Avenida Castillo, 19, 95º E";"Rodríguez de San Pedro";20473;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1}]}";2;"2020-02-03 18:05:31"
"Centro Manzano SA";237;4654;"Villa Isabel playa";"Ronda Aitor, 6, 2º C";"San Granados de Ulla";65692;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":2},{""beds"":3}]}";6;"2021-01-01 04:33:15"
"Urías-Leiva e Hija";818;4655;"Villa Ian playa";"Travesía Redondo, 811, Entre suelo 1º";"L' Arroyo";67511;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1}]}";4;"2021-01-18 15:20:06"
"Contreras, Montez y Munguía SA";191;4656;"Hotel Sofía ";"Praza Tirado, 562, 7º";"El Rojo de Ulla";92601;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":1},{""beds"":1},{""beds"":1},{""beds"":1}]}";12;"2021-07-23 12:43:18"
"Páez de Viera";900;4657;"Apartamentos Olivia resort";"Ronda Martina, 162, Ático 9º";"L' Tejeda de Ulla";16744;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";2;"2020-09-25 05:33:31"
"Barroso y Pérez";597;4658;"Casa rural Víctor park";"Praza Moral, 347, Entre suelo 0º";"Los Maya";67045;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3}]}";5;"2020-07-15 22:07:22"
"Padrón y Santamaría";416;4659;"Apartamentos Juan José resort";"Paseo Elsa, 653, Bajos";"L' Cortés de San Pedro";77084;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":3},{""beds"":1},{""beds"":1}]}";12;"2020-12-11 05:54:07"
"Verdugo de Gallegos e Hijo";886;4660;"Casa rural Mireia ";"Calle Josefa, 83, 3º E";"Villa Barrientos";02171;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3}]}";3;"2021-04-24 17:34:07"
Tamez-Negrón;868;4661;"Casa rural Ona ";"Rúa Treviño, 31, 8º A";"Vall Domínguez";83253;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":3}]}";11;"2020-12-12 11:56:21"
"Air Uribe-Baeza";759;4662;"Hotel Yolanda resort";"Camiño Natalia, 9, Bajos";"L' Archuleta";54044;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":3}]}";5;"2021-03-19 03:45:22"
"Corral y Gracia";21;4663;"Hostal Carlota playa";"Plaza Melgar, 78, 7º";"San Aparicio de las Torres";65694;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":1},{""beds"":3},{""beds"":1}]}";11;"2020-12-07 15:38:21"
"Vázquez-Becerra SRL";503;4664;"Apartamentos Francisco ";"Rúa Valentín, 19, 33º C";"As Batista";48687;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":3},{""beds"":3},{""beds"":3},{""beds"":1}]}";17;"2021-09-02 14:57:31"
"Corporación Jurado y Asoc.";745;4665;"Casa rural Valentina resort";"Calle Escribano, 25, 7º E";"Amaya de la Sierra";53801;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":3},{""beds"":1},{""beds"":1},{""beds"":2}]}";13;"2021-08-07 06:43:13"
"Caraballo-Montoya SA";224;4666;"Hotel Alonso park";"Calle Valle, 593, 3º B";"Vall Lemus";86854;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":2},{""beds"":2},{""beds"":2},{""beds"":2}]}";21;"2021-01-11 10:06:18"
"Corral, Fonseca y Arroyo e Hijos";963;4667;"Apartamentos Elsa resort";"Praza Francisco, 563, 9º D";"Los Borrego";00865;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":2}]}";7;"2020-02-26 19:09:52"
"Bravo, Matos y Barreto y Flia.";779;4668;"Apartamentos Olivia playa";"Calle Linares, 4, 86º F";"Las Laboy del Mirador";66570;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":2},{""beds"":3},{""beds"":1},{""beds"":2}]}";9;"2020-04-18 15:16:55"
Villaseñor-Gutiérrez;51;4669;"Villa Bruno resort";"Calle Ornelas, 883, Bajos";"Grijalva del Penedès";91543;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":3},{""beds"":1},{""beds"":1},{""beds"":3}]}";16;"2021-07-18 02:53:08"
"Solorzano de Verduzco e Hija";218;4670;"Hotel Alberto ";"Travesía Jordi, 153, 18º F";"O Zarate de San Pedro";39194;ES;VILLA;"{""living_rooms"":3,""bed_rooms"":[{""beds"":1},{""beds"":1},{""beds"":2},{""beds"":2},{""beds"":3}]}";9;"2020-06-13 20:05:47"
"Vidal de Aguado y Asoc.";306;4671;"Apartamentos Paola playa";"Travesía Blanca, 308, 7º";"As Suárez";98748;ES;VILLA;"{""living_rooms"":2,""bed_rooms"":[{""beds"":3},{""beds"":3},{""beds"":3}]}";14;"2020-09-03 18:56:04"
"Air Sosa SA";323;4672;"Hotel Margarita resort";"Ronda Díez, 27, 8º B";"El Padrón Baja";13901;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":1},{""beds"":2}]}";8;"2021-01-26 00:46:40"
"Gestora Cortés-Treviño";848;4673;"Villa Clara resort";"Ruela Dario, 1, 3º";"Vall Barreto de las Torres";68665;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":2}]}";11;"2021-06-16 21:54:51"
"Arreola-Sevilla S. de H.";384;4674;"Hostal Ana resort";"Plaça Palomo, 136, 0º D";"Escalante Alta";72306;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":1},{""beds"":3},{""beds"":3}]}";11;"2020-12-05 08:55:32"
"Abad-Nazario S. de H.";333;4675;"Hotel Valeria ";"Carrer Becerra, 499, 6º";"El González";30674;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":2}]}";11;"2021-04-23 17:41:31"
"Avilés, Marcos y Ballesteros e Hijo";502;4676;"Hotel Arnau park";"Travessera Delarosa, 270, 5º F";"Casado de la Sierra";60255;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";7;"2020-05-30 17:59:52"
"Ríos-Valencia y Asoc.";331;4677;"Apartamentos Óscar park";"Ronda Lucio, 870, Bajo 3º";"Cordero de Lemos";40854;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":3},{""beds"":1}]}";7;"2020-04-19 08:58:54"
"Linares y Curiel";672;4678;"Hotel Teresa resort";"Passeig Juana, 300, 90º 6º";"Peña de Ulla";26569;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":3}]}";6;"2020-12-31 04:41:13"
"Villaseñor, Vega y Madrid y Flia.";478;4679;"Casa rural Aurora ";"Camino Tejeda, 63, 20º F";"Vall Jaimes de San Pedro";83070;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2}]}";2;"2020-11-06 05:06:06"
"Global Cuellar";767;4680;"Casa rural Enrique playa";"Paseo Cordero, 3, Ático 7º";"Las Enríquez Medio";72295;ES;VILLA;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2},{""beds"":3},{""beds"":2},{""beds"":2},{""beds"":2}]}";20;"2019-12-05 04:01:25"
"Torres, Vázquez y Franco S. de H.";546;4681;"Apartamento Naiara resort";"Travesía Lucas, 3, 5º 9º";"Las Oliva del Barco";38520;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2}]}";7;"2019-11-25 07:38:47"
"Gestora Serrato-Escudero";810;4682;"Hotel Nicolás park";"Camiño Acevedo, 5, Bajos";"San Casado";84284;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":3},{""beds"":2},{""beds"":3}]}";11;"2021-09-03 14:37:23"
"Asociación Puga-Gil";649;4683;"Casa rural Jaime playa";"Paseo Valencia, 95, 11º 2º";"Villa Bonilla de las Torres";56261;ES;HOUSE;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";4;"2020-04-04 15:17:51"
"Conde-Sepúlveda y Flia.";965;4684;"Apartamentos Silvia park";"Travesía Acevedo, 8, 1º C";"Villa Calvo";02111;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":2},{""beds"":2}]}";5;"2020-04-03 21:21:58"
Cabrera-Aguado;888;4685;"Casa rural Nadia playa";"Travesía Verónica, 43, 1º 1º";"Las Cárdenas";39321;ES;FLAT;"{""living_rooms"":1,""bed_rooms"":[{""beds"":1},{""beds"":1}]}";2;"2019-12-18 08:53:14"
